"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4959","Search field negative test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31714","Registration link test","chromium","2026-07-15","broken","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31626","Login negative scenario test","chromium","2026-07-15","broken","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6871","Main paige working","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5475","Auto dropdown visibility test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7402","Weather date test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31713","Login positive scenario test","chromium","2026-07-15","broken","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11340","Login button test","chromium","2026-07-15","failed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8987","Search field positive test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6641","Logo test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31991","Footer links test","chromium","2026-07-15","broken","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","15650","Nav bar test","chromium","2026-07-15","passed","2026-07-15","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7261","Main paige working","Mobile Chrome","2026-07-15","passed","2026-07-15","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
