"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8928","Search field positive test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31747","Login positive scenario test","chromium","2026-06-20","broken","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6981","Main paige working","Mobile Chrome","2026-06-20","passed","2026-06-20","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","31719","Registration link test","chromium","2026-06-20","broken","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5707","Logo test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","13966","Nav bar test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31739","Footer links test","chromium","2026-06-20","broken","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6093","Main paige working","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","3903","Search field negative test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","11728","Login button test","chromium","2026-06-20","failed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31785","Login negative scenario test","chromium","2026-06-20","broken","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4332","Auto dropdown visibility test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9211","Weather date test","chromium","2026-06-20","passed","2026-06-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
