"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11395","Login button test","chromium","2026-06-25","failed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7687","Logo test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31650","Login negative scenario test","chromium","2026-06-25","broken","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9243","Search field positive test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31836","Registration link test","chromium","2026-06-25","broken","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5424","Search field negative test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","14109","Nav bar test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7302","Main paige working","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31823","Footer links test","chromium","2026-06-25","broken","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5889","Main paige working","Mobile Chrome","2026-06-25","passed","2026-06-25","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","8014","Weather date test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6045","Auto dropdown visibility test","chromium","2026-06-25","passed","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31914","Login positive scenario test","chromium","2026-06-25","broken","2026-06-25","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
