"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31997","Footer links test","chromium","2026-08-20","broken","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31839","Registration link test","chromium","2026-08-20","broken","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","9240","Search field positive test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8258","Logo test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6925","Main paige working","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5300","Search field negative test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","16685","Nav bar test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","12349","Login button test","chromium","2026-08-20","failed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31957","Login negative scenario test","chromium","2026-08-20","broken","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7459","Weather date test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31916","Login positive scenario test","chromium","2026-08-20","broken","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5989","Auto dropdown visibility test","chromium","2026-08-20","passed","2026-08-20","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6677","Main paige working","Mobile Chrome","2026-08-20","passed","2026-08-20","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
