"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4948","Registration link test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5970","Login negative scenario test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6484","Main paige working","Mobile Chrome","2026-06-03","passed","2026-06-03","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","5614","Main paige working","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4925","Login button test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","15008","Nav bar test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4285","Auto dropdown visibility test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","4075","Search field negative test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5903","Weather date test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6975","Search field positive test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5216","Login positive scenario test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","13776","Footer links test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5546","Logo test","chromium","2026-06-03","passed","2026-06-03","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
