"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8163","Logo test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7021","Search field positive test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6611","Registration link test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5963","Weather date test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","14526","Nav bar test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5618","Login positive scenario test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5693","Search field negative test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","8888","Main paige working","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","5265","Login button test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","31912","Footer links test","chromium","2026-06-17","broken","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","7147","Login negative scenario test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
"","6611","Main paige working","Mobile Chrome","2026-06-17","passed","2026-06-17","Onliner UI mobile","OnlinerUImobile.spec.ts","",""
"","5930","Auto dropdown visibility test","chromium","2026-06-17","passed","2026-06-17","Onliner UI desktop","OnlinerUIdesktop.spec.ts","",""
